"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","n","BrgyArea","Density"
"14403","REGION IV-A – CALABARZON","QUEZON","CATANAUAN","Madulao",4554,4554,979,16576.26,4018,4.12550024888004,1103.8661314434
"14424","REGION IV-A – CALABARZON","QUEZON","CATANAUAN","Barangay 10 (Pob.)",3978,3978,909,16576.26,4018,4.12550024888004,964.246699798386
"14411","REGION IV-A – CALABARZON","QUEZON","CATANAUAN","San Isidro",3786,3784,758,16576.26,4018,4.12550024888004,917.706889250048
"14414","REGION IV-A – CALABARZON","QUEZON","CATANAUAN","San Roque (Doyon)",3057,3057,627,16576.26,4018,4.12550024888004,741.001046074326
"14423","REGION IV-A – CALABARZON","QUEZON","CATANAUAN","Tuhian",2726,2726,569,16576.26,4018,4.12550024888004,660.768351847763
"34322","REGION X - NORTHERN MINDANAO","CAMIGUIN","CATARMAN","Bonbon",2437,2437,607,20458.51,2022,10.1179574678536,240.858889528123
"34332","REGION X - NORTHERN MINDANAO","CAMIGUIN","CATARMAN","Poblacion",2356,2351,586,20458.51,2022,10.1179574678536,232.853321185169
"34329","REGION X - NORTHERN MINDANAO","CAMIGUIN","CATARMAN","Mainit",1524,1524,371,20458.51,2022,10.1179574678536,150.623285860016
"34325","REGION X - NORTHERN MINDANAO","CAMIGUIN","CATARMAN","Compol",1398,1398,331,20458.51,2022,10.1179574678536,138.170179548755
"34334","REGION X - NORTHERN MINDANAO","CAMIGUIN","CATARMAN","Tangaro",1364,1364,269,20458.51,2022,10.1179574678536,134.809817528256
"29912","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATARMAN (Capital)","Dalakit (Pob.)",11962,11900,2415,23234.78,4390,5.29266059225512,2260.11091992263
"29861","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATARMAN (Capital)","Baybay",6055,6047,1210,23234.78,4390,5.29266059225512,1144.03708578261
"29866","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATARMAN (Capital)","Cawayan",4317,4317,920,23234.78,4390,5.29266059225512,815.657819871761
"29886","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATARMAN (Capital)","Polangi",3905,3905,795,23234.78,4390,5.29266059225512,737.81417340728
"29867","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATARMAN (Capital)","Cervantes",3255,3255,610,23234.78,4390,5.29266059225512,615.002595247297
"36588","REGION XI - DAVAO ","DAVAO ORIENTAL","CATEEL","Poblacion",8673,8631,2007,20433.38,1163,17.5695442820292,493.638301641725
"36587","REGION XI - DAVAO ","DAVAO ORIENTAL","CATEEL","Taytayan",4783,4783,1083,20433.38,1163,17.5695442820292,272.232445146129
"36581","REGION XI - DAVAO ","DAVAO ORIENTAL","CATEEL","San Alfonso",3838,3838,903,20433.38,1163,17.5695442820292,218.446189519306
"36582","REGION XI - DAVAO ","DAVAO ORIENTAL","CATEEL","San Antonio",3530,3530,882,20433.38,1163,17.5695442820292,200.915854352046
"36584","REGION XI - DAVAO ","DAVAO ORIENTAL","CATEEL","San Rafael",2876,2876,713,20433.38,1163,17.5695442820292,163.692350457927
"24178","REGION VII - CENTRAL VISAYAS","BOHOL","CATIGBIAN","Poblacion",1848,1848,405,10452.01,2446,4.27310302534751,432.472605747603
"24169","REGION VII - CENTRAL VISAYAS","BOHOL","CATIGBIAN","Causwagan Norte",1763,1763,387,10452.01,2446,4.27310302534751,412.580738058995
"24182","REGION VII - CENTRAL VISAYAS","BOHOL","CATIGBIAN","Poblacion Weste",1754,1754,358,10452.01,2446,4.27310302534751,410.474540303731
"24167","REGION VII - CENTRAL VISAYAS","BOHOL","CATIGBIAN","Candumayao",1600,1600,381,10452.01,2446,4.27310302534751,374.435156491431
"24163","REGION VII - CENTRAL VISAYAS","BOHOL","CATIGBIAN","Baang",1442,1442,316,10452.01,2446,4.27310302534751,337.459684787902
"25353","REGION VII - CENTRAL VISAYAS","CEBU","CATMON","Panalipan",3544,3544,774,10452.01,2446,4.27310302534751,829.373871628519
"25352","REGION VII - CENTRAL VISAYAS","CEBU","CATMON","Macaas",3394,3394,754,10452.01,2446,4.27310302534751,794.270575707448
"25356","REGION VII - CENTRAL VISAYAS","CEBU","CATMON","San Jose Pob. (Catadman)",3250,3245,709,10452.01,2446,4.27310302534751,760.571411623219
"25349","REGION VII - CENTRAL VISAYAS","CEBU","CATMON","Catmondaan",3086,3086,715,10452.01,2446,4.27310302534751,722.191808082847
"25358","REGION VII - CENTRAL VISAYAS","CEBU","CATMON","Flores (Pob.)",3023,3017,654,10452.01,2446,4.27310302534751,707.448423795997
"29946","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATUBIG","San Jose (Hebobollao)",2991,2991,591,23234.78,4390,5.29266059225512,565.122200425397
"29953","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATUBIG","Barangay 1 (Pob.)",2074,2074,419,23234.78,4390,5.29266059225512,391.863404775083
"29947","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATUBIG","San Vicente",1968,1968,388,23234.78,4390,5.29266059225512,371.835670490532
"29945","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATUBIG","San Francisco",1405,1405,273,23234.78,4390,5.29266059225512,265.461949715039
"29921","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","CATUBIG","Calingnan",1230,1230,250,23234.78,4390,5.29266059225512,232.397294056582
"26526","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CAUAYAN","Inayawan",10945,10943,2475,13425.4,1219,11.0134536505332,993.784542732433
"26525","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CAUAYAN","Guiljungan",10937,10937,2317,13425.4,1219,11.0134536505332,993.058158416137
"26518","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CAUAYAN","Poblacion",9678,9677,2166,13425.4,1219,11.0134536505332,878.743426639057
"26539","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CAUAYAN","Tuyom",6525,6525,1607,13425.4,1219,11.0134536505332,592.457207978906
"26527","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CAUAYAN","Isio",6312,6311,1393,13425.4,1219,11.0134536505332,573.117225557525
"13624","REGION IV-A – CALABARZON","LAGUNA","CAVINTI","Poblacion",6358,6358,1568,16576.26,4018,4.12550024888004,1541.1464347205
"13622","REGION IV-A – CALABARZON","LAGUNA","CAVINTI","Mahipon",2097,2097,501,16576.26,4018,4.12550024888004,508.301993332634
"13626","REGION IV-A – CALABARZON","LAGUNA","CAVINTI","Silangan Talaongan",1853,1853,397,16576.26,4018,4.12550024888004,449.157650760787
"13618","REGION IV-A – CALABARZON","LAGUNA","CAVINTI","Kanluran Talaongan",1803,1803,383,16576.26,4018,4.12550024888004,437.03790843049
"13616","REGION IV-A – CALABARZON","LAGUNA","CAVINTI","Duhat",1673,1634,436,16576.26,4018,4.12550024888004,405.52657837172
"12844","REGION IV-A – CALABARZON","CAVITE","CAVITE CITY","Barangay 8 (Manuel S. Rojas)",4791,4791,1134,16576.26,4018,4.12550024888004,1161.31371008901
"12859","REGION IV-A – CALABARZON","CAVITE","CAVITE CITY","Barangay 48-A (Narra A)",3146,3146,855,16576.26,4018,4.12550024888004,762.574187422253
"12866","REGION IV-A – CALABARZON","CAVITE","CAVITE CITY","Barangay 62-A (Kangkong A)",3057,3046,837,16576.26,4018,4.12550024888004,741.001046074326
"12847","REGION IV-A – CALABARZON","CAVITE","CAVITE CITY","Barangay 10-B (Kingfisher-B)",2412,2412,590,16576.26,4018,4.12550024888004,584.656370013501
"12862","REGION IV-A – CALABARZON","CAVITE","CAVITE CITY","Barangay 53-B (Yakal B)",2262,2262,526,16576.26,4018,4.12550024888004,548.297143022612
"19573","REGION V - BICOL","MASBATE ","CAWAYAN","Gilotongan",4111,4111,937,18114.47,3471,5.21880437914146,787.728318852277
"19585","REGION V - BICOL","MASBATE ","CAWAYAN","Poblacion",3915,3910,935,18114.47,3471,5.21880437914146,750.171823961728
"19571","REGION V - BICOL","MASBATE ","CAWAYAN","Divisoria",3613,3613,825,18114.47,3471,5.21880437914146,692.304163467107
"19582","REGION V - BICOL","MASBATE ","CAWAYAN","Malbug",3508,3508,766,18114.47,3471,5.21880437914146,672.184612632884
"19583","REGION V - BICOL","MASBATE ","CAWAYAN","Naro",3301,3301,678,18114.47,3471,5.21880437914146,632.520355273988
"25384","REGION VII - CENTRAL VISAYAS","CEBU","CEBU CITY (Capital)","Guadalupe",61238,60848,15200,10452.01,2446,4.27310302534751,14331.0375707639
"25395","REGION VII - CENTRAL VISAYAS","CEBU","CEBU CITY (Capital)","Lahug (Pob.)",38584,38414,8717,10452.01,2446,4.27310302534751,9029.50379879085
"25435","REGION VII - CENTRAL VISAYAS","CEBU","CEBU CITY (Capital)","Tisa",37766,37749,7735,10452.01,2446,4.27310302534751,8838.07382503461
"25366","REGION VII - CENTRAL VISAYAS","CEBU","CEBU CITY (Capital)","Basak San Nicolas",35422,35409,9194,10452.01,2446,4.27310302534751,8289.52632077466
"25394","REGION VII - CENTRAL VISAYAS","CEBU","CEBU CITY (Capital)","Labangon",33477,33385,7507,10452.01,2446,4.27310302534751,7834.35358366477
"3624","REGION I - ILOCOS","ILOCOS SUR","CERVANTES","Rosario (Pob.)",2115,2064,479,12964.62,3265,3.97078713629403,532.639984820226
"3625","REGION I - ILOCOS","ILOCOS SUR","CERVANTES","San Juan",2004,2000,398,12964.62,3265,3.97078713629403,504.685829588526
"3616","REGION I - ILOCOS","ILOCOS SUR","CERVANTES","Comillas North",1870,1861,374,12964.62,3265,3.97078713629403,470.939371921429
"3617","REGION I - ILOCOS","ILOCOS SUR","CERVANTES","Comillas South",1834,1826,398,12964.62,3265,3.97078713629403,461.873159413851
"3618","REGION I - ILOCOS","ILOCOS SUR","CERVANTES","Concepcion (Pob.)",1791,1778,380,12964.62,3265,3.97078713629403,451.044072252021
"4837","REGION I - ILOCOS","PANGASINAN","CITY OF ALAMINOS","Poblacion",10302,10251,2363,12964.62,3265,3.97078713629403,2594.44781258533
"4831","REGION I - ILOCOS","PANGASINAN","CITY OF ALAMINOS","Lucap",5714,5700,1288,12964.62,3265,3.97078713629403,1439.00939634174
"4835","REGION I - ILOCOS","PANGASINAN","CITY OF ALAMINOS","Palamis",4484,4484,1310,12964.62,3265,3.97078713629403,1129.24713566614
"4845","REGION I - ILOCOS","PANGASINAN","CITY OF ALAMINOS","San Vicente",3757,3757,953,12964.62,3265,3.97078713629403,946.160010860326
"4850","REGION I - ILOCOS","PANGASINAN","CITY OF ALAMINOS","Telbang",3488,3488,812,12964.62,3265,3.97078713629403,878.41525628981
"15402","REGION IV-A – CALABARZON","RIZAL ","CITY OF ANTIPOLO","Cupang",113613,113572,25810,16576.26,4018,4.12550024888004,27539.2057074394
"15406","REGION IV-A – CALABARZON","RIZAL ","CITY OF ANTIPOLO","San Jose (Pob.)",103051,102145,23428,16576.26,4018,4.12550024888004,24979.0313375876
"15403","REGION IV-A – CALABARZON","RIZAL ","CITY OF ANTIPOLO","Dela Paz (Pob.)",68946,68871,15955,16576.26,4018,4.12550024888004,16712.1550940924
"15405","REGION IV-A – CALABARZON","RIZAL ","CITY OF ANTIPOLO","San Isidro (Pob.)",64136,63969,12476,16576.26,4018,4.12550024888004,15546.2358819179
"15415","REGION IV-A – CALABARZON","RIZAL ","CITY OF ANTIPOLO","Santa Cruz",62992,62899,13210,16576.26,4018,4.12550024888004,15268.9361774007
"8500","REGION III - CENTRAL LUZON","BATAAN","CITY OF BALANGA (Capital)","Tenejero",10964,9244,2099,21906.19,3102,7.06195680206318,1552.54418956468
"8502","REGION III - CENTRAL LUZON","BATAAN","CITY OF BALANGA (Capital)","Tuyo",10106,10057,2271,21906.19,3102,7.06195680206318,1431.04811927588
"8487","REGION III - CENTRAL LUZON","BATAAN","CITY OF BALANGA (Capital)","Cupang Proper",9583,9583,2158,21906.19,3102,7.06195680206318,1356.98932584808
"8485","REGION III - CENTRAL LUZON","BATAAN","CITY OF BALANGA (Capital)","Cataning",8137,8137,1694,21906.19,3102,7.06195680206318,1152.23021438233
"8495","REGION III - CENTRAL LUZON","BATAAN","CITY OF BALANGA (Capital)","San Jose",6274,6271,1439,21906.19,3102,7.06195680206318,888.422313510474
"3014","REGION I - ILOCOS","ILOCOS NORTE","CITY OF BATAC","Tabug",3381,3362,779,12964.62,3265,3.97078713629403,851.468458003397
"2973","REGION I - ILOCOS","ILOCOS NORTE","CITY OF BATAC","Baay",3075,3075,724,12964.62,3265,3.97078713629403,774.405651688981
"2980","REGION I - ILOCOS","ILOCOS NORTE","CITY OF BATAC","Bil-loca",2866,2866,635,12964.62,3265,3.97078713629403,721.771251297763
"3006","REGION I - ILOCOS","ILOCOS NORTE","CITY OF BATAC","Quiling Sur",2838,2822,643,12964.62,3265,3.97078713629403,714.719752680757
"2996","REGION I - ILOCOS","ILOCOS NORTE","CITY OF BATAC","Magnuang",2145,1996,471,12964.62,3265,3.97078713629403,540.195161909875
"27131","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF BAYAWAN (TULONG)","Villareal",11265,11250,2341,13425.4,1219,11.0134536505332,1022.83991538427
"27119","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF BAYAWAN (TULONG)","Nangka",10123,10123,2269,13425.4,1219,11.0134536505332,919.148554233021
"27114","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF BAYAWAN (TULONG)","Kalumboyan",7206,7206,1430,13425.4,1219,11.0134536505332,654.290672903601
"27107","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF BAYAWAN (TULONG)","Banga",6877,6644,1571,13425.4,1219,11.0134536505332,624.418117895929
"27117","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF BAYAWAN (TULONG)","Maninihon",6488,6488,1612,13425.4,1219,11.0134536505332,589.097680516037
"28401","REGION VIII - EASTERN VISAYAS","LEYTE","CITY OF BAYBAY","Caridad",4139,4139,1059,23234.78,4390,5.29266059225512,782.026341544874
"28440","REGION VIII - EASTERN VISAYAS","LEYTE","CITY OF BAYBAY","Plaridel",3813,3813,925,23234.78,4390,5.29266059225512,720.431611575406
"28422","REGION VIII - EASTERN VISAYAS","LEYTE","CITY OF BAYBAY","Kilim",3318,3318,833,23234.78,4390,5.29266059225512,626.905871284342
"28463","REGION VIII - EASTERN VISAYAS","LEYTE","CITY OF BAYBAY","Pomponan",3156,3143,762,23234.78,4390,5.29266059225512,596.297447189085
"28437","REGION VIII - EASTERN VISAYAS","LEYTE","CITY OF BAYBAY","Pangasungan",3147,2280,555,23234.78,4390,5.29266059225512,594.596979183793
"38501","REGION XIII – CARAGA","AGUSAN DEL SUR","CITY OF BAYUGAN","Poblacion",16010,16010,3633,21120.56,1311,16.1102669717773,993.776206691489
"38507","REGION XIII – CARAGA","AGUSAN DEL SUR","CITY OF BAYUGAN","Taglatawan",12838,12825,2772,21120.56,1311,16.1102669717773,796.883131886654
"38504","REGION XIII – CARAGA","AGUSAN DEL SUR","CITY OF BAYUGAN","Salvacion",5886,5886,1230,21120.56,1311,16.1102669717773,365.357073865466
"38497","REGION XIII – CARAGA","AGUSAN DEL SUR","CITY OF BAYUGAN","Maygatasan",4818,4818,1074,21120.56,1311,16.1102669717773,299.063945274178
"38511","REGION XIII – CARAGA","AGUSAN DEL SUR","CITY OF BAYUGAN","Bucac",3918,3918,834,21120.56,1311,16.1102669717773,243.198949270284
"13500","REGION IV-A – CALABARZON","LAGUNA","CITY OF BIÑAN","Santo Tomas (Calabuso)",43078,43046,10878,16576.26,4018,4.12550024888004,10441.8852020902
"13506","REGION IV-A – CALABARZON","LAGUNA","CITY OF BIÑAN","Langkiwa",37817,37817,9575,16576.26,4018,4.12550024888004,9166.64591409643
"13514","REGION IV-A – CALABARZON","LAGUNA","CITY OF BIÑAN","San Antonio",35811,35750,7489,16576.26,4018,4.12550024888004,8680.40185180493
"13503","REGION IV-A – CALABARZON","LAGUNA","CITY OF BIÑAN","De La Paz",31374,31362,6690,16576.26,4018,4.12550024888004,7604.89591741442
"13505","REGION IV-A – CALABARZON","LAGUNA","CITY OF BIÑAN","San Francisco (Halang)",28669,28669,7264,16576.26,4018,4.12550024888004,6949.21785734538
"39174","REGION XIII – CARAGA","SURIGAO DEL SUR","CITY OF BISLIG","Mangagoy",32464,32285,7355,21120.56,1311,16.1102669717773,2015.11247807823
"39185","REGION XIII – CARAGA","SURIGAO DEL SUR","CITY OF BISLIG","Tabon",13015,12946,2988,21120.56,1311,16.1102669717773,807.869914434087
"39177","REGION XIII – CARAGA","SURIGAO DEL SUR","CITY OF BISLIG","Poblacion",9477,9357,2042,21120.56,1311,16.1102669717773,588.258407921002
"39169","REGION XIII – CARAGA","SURIGAO DEL SUR","CITY OF BISLIG","San Roque (Cadanglasan)",6040,5929,1368,21120.56,1311,16.1102669717773,374.91619540391
"39181","REGION XIII – CARAGA","SURIGAO DEL SUR","CITY OF BISLIG","San Jose",4108,4067,913,21120.56,1311,16.1102669717773,254.992670648884
"25254","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF BOGO","Gairan",9751,9619,2305,10452.01,2446,4.27310302534751,2281.94825684246
"25262","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF BOGO","Nailon",6093,6093,1456,10452.01,2446,4.27310302534751,1425.89588031393
"25252","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF BOGO","Dakit",5400,5400,1346,10452.01,2446,4.27310302534751,1263.71865315858
"25271","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF BOGO","Taytayan",4193,4193,1049,10452.01,2446,4.27310302534751,981.254131980356
"25258","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF BOGO","Libertad",4029,4029,998,10452.01,2446,4.27310302534751,942.874528439984
"27627","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","CITY OF BORONGAN (Capital)","Campesao",3887,3758,843,23234.78,4390,5.29266059225512,734.413237396696
"27615","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","CITY OF BORONGAN (Capital)","Balud",3682,3655,825,23234.78,4390,5.29266059225512,695.680355053932
"27618","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","CITY OF BORONGAN (Capital)","Bato",3471,3274,736,23234.78,4390,5.29266059225512,655.813827374307
"27665","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","CITY OF BORONGAN (Capital)","Songco",3371,3287,748,23234.78,4390,5.29266059225512,636.919738426617
"27641","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","CITY OF BORONGAN (Capital)","Maypangdan",2798,2587,569,23234.78,4390,5.29266059225512,528.656608756356
"38360","REGION XIII – CARAGA","AGUSAN DEL NORTE","CITY OF CABADBARAN","La Union",6530,6530,1490,21120.56,1311,16.1102669717773,405.331582117141
"38357","REGION XIII – CARAGA","AGUSAN DEL NORTE","CITY OF CABADBARAN","Del Pilar",5967,5967,1321,21120.56,1311,16.1102669717773,370.384923505816
"38361","REGION XIII – CARAGA","AGUSAN DEL NORTE","CITY OF CABADBARAN","Mabini",5875,5871,1291,21120.56,1311,16.1102669717773,364.674279469862
"38377","REGION XIII – CARAGA","AGUSAN DEL NORTE","CITY OF CABADBARAN","Tolosa",5435,5435,1180,21120.56,1311,16.1102669717773,337.362503645737
"38354","REGION XIII – CARAGA","AGUSAN DEL NORTE","CITY OF CABADBARAN","Calibunan",3919,3919,929,21120.56,1311,16.1102669717773,243.261021488067
"13549","REGION IV-A – CALABARZON","LAGUNA","CITY OF CALAMBA","Canlubang",54943,54557,14585,16576.26,4018,4.12550024888004,13317.9000570696
"13564","REGION IV-A – CALABARZON","LAGUNA","CITY OF CALAMBA","Mayapa",26211,23451,6038,16576.26,4018,4.12550024888004,6353.41132438801
"13569","REGION IV-A – CALABARZON","LAGUNA","CITY OF CALAMBA","Parian",22082,22072,8517,16576.26,4018,4.12550024888004,5352.56300275213
"13558","REGION IV-A – CALABARZON","LAGUNA","CITY OF CALAMBA","Looc",21754,21754,5560,16576.26,4018,4.12550024888004,5273.05749306538
"13567","REGION IV-A – CALABARZON","LAGUNA","CITY OF CALAMBA","Palo-Alto",15208,15208,3709,16576.26,4018,4.12550024888004,3686.34082718297
"16078","MIMAROPA REGION","ORIENTAL MINDORO","CITY OF CALAPAN (Capital)","Lumang Bayan",4965,4944,1265,29606.25,1459,20.292152159013,244.675870804307
"16065","MIMAROPA REGION","ORIENTAL MINDORO","CITY OF CALAPAN (Capital)","Camilmil",4557,4064,995,29606.25,1459,20.292152159013,224.569575680811
"16076","MIMAROPA REGION","ORIENTAL MINDORO","CITY OF CALAPAN (Capital)","Lazareto",4555,4555,1053,29606.25,1459,20.292152159013,224.471015410597
"16075","MIMAROPA REGION","ORIENTAL MINDORO","CITY OF CALAPAN (Capital)","Lalud",4410,4383,938,29606.25,1459,20.292152159013,217.325395820139
"16074","MIMAROPA REGION","ORIENTAL MINDORO","CITY OF CALAPAN (Capital)","Ilaya (Pob.)",3974,3939,879,29606.25,1459,20.292152159013,195.839256913658
"3571","REGION I - ILOCOS","ILOCOS SUR","CITY OF CANDON","Darapidap",3253,3242,705,12964.62,3265,3.97078713629403,819.23303575423
"3593","REGION I - ILOCOS","ILOCOS SUR","CITY OF CANDON","Tablac",3151,3151,748,12964.62,3265,3.97078713629403,793.545433649424
"3568","REGION I - ILOCOS","ILOCOS SUR","CITY OF CANDON","Calongbuyan",2716,2709,557,12964.62,3265,3.97078713629403,683.99536584952
"3590","REGION I - ILOCOS","ILOCOS SUR","CITY OF CANDON","San Nicolas",2651,2620,587,12964.62,3265,3.97078713629403,667.625815488614
"3567","REGION I - ILOCOS","ILOCOS SUR","CITY OF CANDON","Calaoaan",2572,2528,621,12964.62,3265,3.97078713629403,647.730515819206
"25311","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF CARCAR","Perrelos",14129,14120,3091,10452.01,2446,4.27310302534751,3306.49645379214
"25307","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF CARCAR","Guadalupe",12641,12641,2952,10452.01,2446,4.27310302534751,2958.27175825511
"25313","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF CARCAR","Valladolid",11523,11487,2428,10452.01,2446,4.27310302534751,2696.63519265672
"25314","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF CARCAR","Poblacion I",10919,10869,2541,10452.01,2446,4.27310302534751,2555.28592108121
"25303","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF CARCAR","Bolinawan",10881,10881,2523,10452.01,2446,4.27310302534751,2546.39308611454
"30654","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","CITY OF CATBALOGAN (Capital)","Canlapwas (Pob.)",12321,12293,2562,23234.78,4390,5.29266059225512,2327.94069924484
"30667","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","CITY OF CATBALOGAN (Capital)","Mercedes",9716,9716,2006,23234.78,4390,5.29266059225512,1835.74968215752
"30666","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","CITY OF CATBALOGAN (Capital)","Maulong",5699,5661,1102,23234.78,4390,5.29266059225512,1076.77412912883
"30691","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","CITY OF CATBALOGAN (Capital)","San Andres",5184,5184,1105,23234.78,4390,5.29266059225512,979.46957104823
"30686","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","CITY OF CATBALOGAN (Capital)","Poblacion 13 (Barangay 13)",4758,4758,934,23234.78,4390,5.29266059225512,898.980752131073
"7265","REGION II - CAGAYAN VALLEY","ISABELA ","CITY OF CAUAYAN","San Fermin",10856,10470,2680,29836.88,2311,12.910809173518,840.845825702955
"7239","REGION II - CAGAYAN VALLEY","ISABELA ","CITY OF CAUAYAN","District I (Pob.)",10662,10612,2198,29836.88,2311,12.910809173518,825.819656746952
"7224","REGION II - CAGAYAN VALLEY","ISABELA ","CITY OF CAUAYAN","Cabaruan",7150,7150,1840,29836.88,2311,12.910809173518,553.799525955797
"7254","REGION II - CAGAYAN VALLEY","ISABELA ","CITY OF CAUAYAN","Minante I",6276,6276,1314,29836.88,2311,12.910809173518,486.104311174627
"7241","REGION II - CAGAYAN VALLEY","ISABELA ","CITY OF CAUAYAN","District III (Pob.)",5465,5452,1234,29836.88,2311,12.910809173518,423.2887285802
"12872","REGION IV-A – CALABARZON","CAVITE","CITY OF DASMARIÑAS","Salawag",80136,80071,19183,16576.26,4018,4.12550024888004,19424.5534276127
"12917","REGION IV-A – CALABARZON","CAVITE","CITY OF DASMARIÑAS","Paliparan III",68224,68194,15247,16576.26,4018,4.12550024888004,16537.1460148429
"12924","REGION IV-A – CALABARZON","CAVITE","CITY OF DASMARIÑAS","Sampaloc IV",39950,39913,8707,16576.26,4018,4.12550024888004,9683.67412190687
"12914","REGION IV-A – CALABARZON","CAVITE","CITY OF DASMARIÑAS","Langkaan II",30197,30149,7454,16576.26,4018,4.12550024888004,7319.59718295924
"12869","REGION IV-A – CALABARZON","CAVITE","CITY OF DASMARIÑAS","Langkaan I",21426,21412,5748,16576.26,4018,4.12550024888004,5193.55198337864
"36309","REGION XI - DAVAO ","DAVAO DEL SUR","CITY OF DIGOS (Capital)","Aplaya",18485,18461,4561,20433.38,1163,17.5695442820292,1052.10469339874
"36334","REGION XI - DAVAO ","DAVAO DEL SUR","CITY OF DIGOS (Capital)","Zone 3 (Pob.)",17885,17824,4756,20433.38,1163,17.5695442820292,1017.95468982616
"36331","REGION XI - DAVAO ","DAVAO DEL SUR","CITY OF DIGOS (Capital)","Tres De Mayo",16595,16595,4021,20433.38,1163,17.5695442820292,944.532182145098
"36326","REGION XI - DAVAO ","DAVAO DEL SUR","CITY OF DIGOS (Capital)","San Miguel (Odaca)",15422,15029,3526,20433.38,1163,17.5695442820292,877.768925160693
"36332","REGION XI - DAVAO ","DAVAO DEL SUR","CITY OF DIGOS (Capital)","Zone 1 (Pob.)",15023,14920,3637,20433.38,1163,17.5695442820292,855.059172784923
"35550","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","CITY OF EL SALVADOR","Molugan",10547,10547,2456,20458.51,2022,10.1179574678536,1042.40406559422
"35551","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","CITY OF EL SALVADOR","Poblacion",8372,8337,1941,20458.51,2022,10.1179574678536,827.439730459354
"35544","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","CITY OF EL SALVADOR","Bolobolo",4191,4191,1047,20458.51,2022,10.1179574678536,414.214036115045
"35542","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","CITY OF EL SALVADOR","Amoros",4096,4096,952,20458.51,2022,10.1179574678536,404.824789293062
"35554","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","CITY OF EL SALVADOR","Sinaloc",4033,4033,945,20458.51,2022,10.1179574678536,398.598236137431
"26565","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF ESCALANTE","Balintawak (Pob.)",15893,15863,3471,13425.4,1219,11.0134536505332,1443.05324236149
"26580","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF ESCALANTE","Old Poblacion",11304,11301,2566,13425.4,1219,11.0134536505332,1026.38103892621
"26572","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF ESCALANTE","Jonobjonob",7957,7957,1700,13425.4,1219,11.0134536505332,722.480000595885
"26576","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF ESCALANTE","Mabini",7625,7605,1741,13425.4,1219,11.0134536505332,692.335051469602
"26584","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF ESCALANTE","Washington",5796,5796,1337,13425.4,1219,11.0134536505332,526.265437156435
